,ÁVal,MMPP,De fecha,A fecha,Stock inicial,Total ctd.entrada mcía.,Total cantidades salida,Stock de cierre,UMB,Valor inicial,  Total valores entrada,   Total valores salida,Valor final,Mon.,Material,días_mes
4681,3,mmpp_129,2017-07-01,2017-07-31,7300.0,0.0,0,7300.0,KG,"             24.252,94",805.69,"                805,69-","             24.252,94",EUR,,31
4682,2,mmpp_130,2017-07-01,2017-07-31,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,31
4683,3,mmpp_130,2017-07-01,2017-07-31,1530.0,372.471,"               627,471",1275.0,KG,"              9.263,43",550.89,"                903,00-","              9.615,54",EUR,,31
4684,2,mmpp_131,2017-07-01,2017-07-31,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,31
4685,3,mmpp_131,2017-07-01,2017-07-31,3620.0,0.0,0,3620.0,KG,0,15.52,"                 15,52-",0,EUR,,31
4686,2250,mmpp_131,2017-07-01,2017-07-31,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,31
4687,3,mmpp_132,2017-07-01,2017-07-31,5936.0,0.0,                 1.203,4733.0,KG,"            219.500,39",534.23,"              9.376,31-","            228.342,47",EUR,,31
4688,2,mmpp_133,2017-07-01,2017-07-31,2400.0,0.0,0,2400.0,KG,0,198.48,"                198,48-",0,EUR,,31
4689,3,mmpp_133,2017-07-01,2017-07-31,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,31
4690,2,mmpp_134,2017-07-01,2017-07-31,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,31
4691,3,mmpp_134,2017-07-01,2017-07-31,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,31
4692,2,mmpp_135,2017-07-01,2017-07-31,878.03,44.0,                   138,784.03,UN,"             54.877,78",1511.66,"              2.969,66-","             56.335,78",EUR,,31
4693,3,mmpp_135,2017-07-01,2017-07-31,1651.6,747.0,"               363,250",2035.35,UN,"            204.745,60",13737.88,"              6.071,42-","            197.079,14",EUR,,31
4694,9,mmpp_135,2017-07-01,2017-07-31,0.0,0.0,0,0.0,UN,0,0.0,0,0,EUR,,31
4695,2,mmpp_136,2017-07-01,2017-07-31,0.0,0.0,0,0.0,UN,"             14.645,35",0.0,0,"             14.645,35",EUR,,31
4696,3,mmpp_136,2017-07-01,2017-07-31,0.0,0.0,0,0.0,UN,0,0.0,0,0,EUR,,31
4697,2250,mmpp_136,2017-07-01,2017-07-31,498.0,0.0,0,498.0,UN,"             46.609,66",4345.1,"              4.345,10-","             46.609,66",EUR,,31
4698,3,mmpp_137,2017-07-01,2017-07-31,350.0,1015.026,"               839,026",526.0,UN,"             62.462,38",25193.39,"             17.752,87-","             55.021,86",EUR,,31
4699,2,mmpp_138,2017-07-01,2017-07-31,636.0,60.0,                   220,476.0,UN,"             33.461,50",3323.54,"              5.660,14-","             35.798,10",EUR,,31
4700,3,mmpp_138,2017-07-01,2017-07-31,0.0,0.0,0,0.0,UN,0,0.0,0,0,EUR,,31
4701,2250,mmpp_138,2017-07-01,2017-07-31,50.0,0.0,0,50.0,UN,0,80.25,"                 80,25-",0,EUR,,31
4702,2,mmpp_139,2017-07-01,2017-07-31,121718.0,1212544.236,"         1.218.612,236",115650.0,KG,0,1180953.21,"          1.427.860,03-",0,EUR,,31
4703,3,mmpp_139,2017-07-01,2017-07-31,279808.837,1401862.291,"         1.333.147,291",348523.837,KG,0,1459839.5,"          1.909.694,03-",0,EUR,,31
4704,2,mmpp_140,2017-07-01,2017-07-31,0.0,0.0,0,0.0,UN,0,0.0,0,0,EUR,,31
4705,3,mmpp_140,2017-07-01,2017-07-31,0.0,0.0,0,0.0,UN,0,0.0,0,0,EUR,,31
4706,2,mmpp_141,2017-07-01,2017-07-31,960.497,0.0,0,960.497,UN,0,1004.54,"              1.004,54-",0,EUR,,31
4707,3,mmpp_141,2017-07-01,2017-07-31,200.0,0.0,0,200.0,UN,0,1046.0,"              1.046,00-",0,EUR,,31
4708,2,mmpp_142,2017-07-01,2017-07-31,1600.0,840.463,"             1.404,463",1036.0,UN,"             77.962,80",10581.93,"             15.299,59-","             82.680,46",EUR,,31
4709,3,mmpp_142,2017-07-01,2017-07-31,740.0,516.4,"               730,629",525.771,UN,"            175.964,09",9554.02,"              7.097,92-","            173.507,99",EUR,,31
4710,2,mmpp_143,2017-07-01,2017-07-31,95200.0,29137.5,"            26.887,500",97450.0,KG,"            159.495,48",27166.74,"             18.659,97-","            150.988,71",EUR,,31
4711,9,mmpp_143,2017-07-01,2017-07-31,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,31
4712,2,mmpp_144,2017-07-01,2017-07-31,26993.0,52024.177,"            48.719,177",30298.0,KG,"            186.411,10",36240.42,"             25.851,54-","            176.022,22",EUR,,31
4713,3,mmpp_144,2017-07-01,2017-07-31,78994.0,123040.0,                99.884,102150.0,KG,"            744.778,55",110316.55,"             69.733,77-","            704.195,77",EUR,,31
4714,2,mmpp_145,2017-07-01,2017-07-31,18857.431,1.0,                     6,18852.431,UN,0,99.99,"                100,41-",0,EUR,,31
4715,3,mmpp_145,2017-07-01,2017-07-31,319.0,0.0,0,319.0,UN,0,3.19,"                  3,19-",0,EUR,,31
4716,2,mmpp_146,2017-07-01,2017-07-31,3723.431,1.0,                     6,3718.431,UN,0,27.22,"                 27,43-",0,EUR,,31
4717,3,mmpp_146,2017-07-01,2017-07-31,474.0,0.0,0,474.0,UN,0,0.0,0,0,EUR,,31
4718,2,mmpp_147,2017-07-01,2017-07-31,23000.0,0.0,0,23000.0,UN,"              4.475,00",115.0,"                115,00-","              4.475,00",EUR,,31
4719,2,mmpp_148,2017-07-01,2017-07-31,0.0,0.0,0,0.0,UN,0,0.0,0,0,EUR,,31
4720,2,mmpp_149,2017-07-01,2017-07-31,3841.0,3222.053,"             4.997,053",2066.0,KG,"             23.822,19",6312.56,"              7.156,94-","             24.666,57",EUR,,31
4721,3,mmpp_150,2017-07-01,2017-07-31,4240.0,0.0,0,4240.0,KG,"              5.376,84",585.45,"                585,45-","              5.376,84",EUR,,31
4722,3,mmpp_151,2017-07-01,2017-07-31,1500.0,4307.8,"             3.506,800",2301.0,KG,"             61.163,61",11586.49,"              6.370,05-","             55.947,17",EUR,,31
4723,2,mmpp_152,2017-07-01,2017-07-31,15505.0,20207.649,"            22.756,649",12956.0,KG,"            420.344,40",40944.26,"             32.997,15-","            412.397,29",EUR,,31
4724,3,mmpp_152,2017-07-01,2017-07-31,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,31
4725,2250,mmpp_152,2017-07-01,2017-07-31,0.0,0.0,0,0.0,KG,0,0.0,"              6.221,13-","              5.283,77",EUR,,31
4726,2250,mmpp_153,2017-07-01,2017-07-31,9993.0,22523.478,"            24.612,478",7904.0,KG,"          1.644.005,43",167928.89,"            102.395,58-","          1.578.472,12",EUR,,31
4727,2250,mmpp_154,2017-07-01,2017-07-31,14821.0,343.521,"             3.960,521",11204.0,KG,"            140.776,91",1849.08,"              7.925,65-","            146.853,48",EUR,,31
4728,2,mmpp_155,2017-07-01,2017-07-31,7450.0,7759.986,"             6.559,986",8650.0,KG,"            664.975,47",67993.35,"             33.685,64-","            630.667,76",EUR,,31
4729,3,mmpp_155,2017-07-01,2017-07-31,6000.0,2475.037,"             1.509,097",6965.94,KG,"            594.097,14",25880.34,"              8.742,88-","            576.959,68",EUR,,31
4730,2250,mmpp_155,2017-07-01,2017-07-31,9786.9,7213.427,"             8.796,827",8203.5,KG,"            935.929,29",67289.79,"             48.362,93-","            917.002,43",EUR,,31
4731,2250,mmpp_156,2017-07-01,2017-07-31,850.0,1200.285,"               575,685",1474.6,KG,"            134.535,03",20542.43,"              5.954,03-","            119.946,63",EUR,,31
4732,2250,mmpp_157,2017-07-01,2017-07-31,768.0,14.088,"               312,328",469.76,KG,"          1.071.678,01",39231.9,"             85.551,62-","          1.117.997,73",EUR,,31
4733,2250,mmpp_158,2017-07-01,2017-07-31,10502.0,975.228,"               975,228",10502.0,KG,"             37.733,26",5815.71,"              5.815,80-","             37.733,35",EUR,,31
4734,2250,mmpp_159,2017-07-01,2017-07-31,5250.0,5503.927,"             6.553,927",4200.0,L,"            629.030,25",31288.04,"             21.390,71-","            619.132,92",EUR,,31
4735,2250,mmpp_160,2017-07-01,2017-07-31,360.0,1269.254,"               729,254",900.0,KG,"            642.982,01",76675.87,"             25.127,47-","            591.433,61",EUR,,31
4736,2,mmpp_161,2017-07-01,2017-07-31,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,31
4737,3,mmpp_161,2017-07-01,2017-07-31,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,31
4738,2250,mmpp_161,2017-07-01,2017-07-31,16040.0,19346.06,"            13.066,060",22320.0,KG,"            420.134,69",57520.09,"             20.063,80-","            382.678,40",EUR,,31
4739,2250,mmpp_162,2017-07-01,2017-07-31,3952.0,25100.0,                12.320,16732.0,KG,"             43.179,41",11711.0,"              3.188,00-","             34.656,41",EUR,,31
4740,2250,mmpp_163,2017-07-01,2017-07-31,2945.0,3575.0,0,6520.0,KG,"             76.825,54",2971.88,"                861,49-","             74.715,15",EUR,,31
4741,2250,mmpp_164,2017-07-01,2017-07-31,3956.16,105.389,"             1.154,879",2906.67,KG,"            125.653,58",1400.94,"              6.223,58-","            130.476,22",EUR,,31
4742,2250,mmpp_165,2017-07-01,2017-07-31,412.99,978.738,"               313,788",1077.94,KG,"          1.725.811,53",213507.98,"             39.817,56-","          1.552.121,11",EUR,,31
4743,2250,mmpp_166,2017-07-01,2017-07-31,60600.0,126360.0,               165.710,21250.0,KG,"          6.649.255,45",503833.56,"            325.065,67-","          6.470.487,56",EUR,,31
4744,2250,mmpp_167,2017-07-01,2017-07-31,5500.0,22814.5,"             6.314,500",22000.0,KG,"            459.285,61",115022.33,"             18.772,70-","            363.035,98",EUR,,31
4745,2250,mmpp_168,2017-07-01,2017-07-31,19000.0,897.812,"             6.367,812",13530.0,KG,"            137.098,26",5021.86,"             14.188,19-","            146.264,59",EUR,,31
4746,2250,mmpp_169,2017-07-01,2017-07-31,1401.8,0.0,                    30,1371.8,KG,"              8.518,71",415.25,"                466,11-","              8.569,57",EUR,,31
4747,2250,mmpp_170,2017-07-01,2017-07-31,5039.4,0.0,                    90,4949.4,KG,"              8.640,61",1495.97,"              1.657,99-","              8.802,63",EUR,,31
4748,2250,mmpp_171,2017-07-01,2017-07-31,322.28,0.0,"               144,337",177.943,KG,"             16.403,45",26.95,"                277,70-","             16.654,20",EUR,,31
4749,2250,mmpp_172,2017-07-01,2017-07-31,3975.888,9911.564,"             1.890,934",11996.518,MLT,"              5.841,66",3558.88,"              2.218,11-","              4.500,89",EUR,,31
4750,2250,mmpp_173,2017-07-01,2017-07-31,3845.689,9617.345,"             2.836,402",10626.632,MLT,"              4.770,75",900.22,"                299,34-","              4.169,87",EUR,,31
4751,2,mmpp_174,2017-07-01,2017-07-31,6279.0,1998.823,"             3.877,823",4400.0,KG,"             75.376,69",4297.15,"              8.152,29-","             79.231,83",EUR,,31
4752,2250,mmpp_174,2017-07-01,2017-07-31,18517.567,21415.364,"             7.058,004",32874.927,KG,"              5.806,12",91951.46,"             18.925,67-",0,EUR,,31
4753,2,mmpp_175,2017-07-01,2017-07-31,1943.0,15998.321,"            15.301,321",2640.0,UN,"            803.936,70",202481.04,"            128.652,43-","            730.108,09",EUR,,31
4754,3,mmpp_175,2017-07-01,2017-07-31,1908.0,8210.778,"             9.270,778",848.0,UN,"          1.152.433,67",98216.54,"             78.916,35-","          1.133.133,48",EUR,,31
4755,2250,mmpp_175,2017-07-01,2017-07-31,3444.0,8552.0,                 9.499,2497.0,UN,"          1.824.517,42",145993.28,"             87.714,17-","          1.766.238,31",EUR,,31
4756,2250,mmpp_176,2017-07-01,2017-07-31,1773.122,0.0,"               144,337",1628.785,KG,"              9.155,46",475.16,"                734,08-","              9.414,38",EUR,,31
4757,2,mmpp_177,2017-07-01,2017-07-31,0.0,0.0,0,0.0,UN,0,0.0,0,0,EUR,,31
4758,3,mmpp_177,2017-07-01,2017-07-31,99.0,4.004,"                 4,004",99.0,UN,"             40.066,40",43.93,"                 43,93-","             40.066,40",EUR,,31
4759,2250,mmpp_177,2017-07-01,2017-07-31,1182.0,520.0,                   152,1550.0,UN,"             58.763,22",9489.45,"              2.030,25-","             51.304,02",EUR,,31
4760,2,mmpp_178,2017-07-01,2017-07-31,374.0,0.0,                   104,270.0,UN,"          1.061.676,16",22.44,"                922,04-","          1.062.575,76",EUR,,31
4761,3,mmpp_178,2017-07-01,2017-07-31,6827.688,22090.36,"            25.891,360",3026.688,UN,"          2.842.336,42",270038.06,"            225.664,26-","          2.797.962,62",EUR,,31
4762,2,mmpp_179,2017-07-01,2017-07-31,3650.0,1.27,"                51,270",3600.0,KG,"            139.893,47",948.21,"              1.180,81-","            140.126,07",EUR,,31
4763,3,mmpp_179,2017-07-01,2017-07-31,8720.0,7676.211,"            14.641,211",1755.0,KG,"            521.958,40",39989.94,"             73.267,95-","            555.236,41",EUR,,31
4764,2,mmpp_180,2017-07-01,2017-07-31,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,31
4765,3,mmpp_180,2017-07-01,2017-07-31,0.0,0.0,0,0.0,KG,"              8.712,00",0.0,0,"              8.712,00",EUR,,31
4766,2250,mmpp_180,2017-07-01,2017-07-31,0.0,0.0,0,0.0,KG,"              4.356,00",0.0,0,"              4.356,00",EUR,,31
4767,2,mmpp_181,2017-07-01,2017-07-31,8830.0,2505.0,                 5.180,6155.0,KG,"            105.409,45",30907.2,"             62.235,46-","            136.737,71",EUR,,31
4768,3,mmpp_181,2017-07-01,2017-07-31,1750.0,1000.0,"               253,750",2496.25,KG,"            136.573,11",23803.87,"              3.352,66-","            116.121,90",EUR,,31
4769,2,mmpp_182,2017-07-01,2017-07-31,45956.0,35311.25,"            31.551,250",49716.0,KG,"          7.742.316,79",1986122.62,"          1.195.263,37-","          6.951.457,54",EUR,,31
4770,2,mmpp_183,2017-07-01,2017-07-31,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,31
4771,3,mmpp_183,2017-07-01,2017-07-31,1480.0,7404.2,"             3.604,200",5280.0,KG,"            496.323,86",136101.64,"             38.812,19-","            399.034,41",EUR,,31
4772,2,mmpp_184,2017-07-01,2017-07-31,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,31
4773,3,mmpp_184,2017-07-01,2017-07-31,7320.0,1518.65,"             2.918,650",5920.0,KG,"            240.622,61",29688.66,"             44.481,89-","            255.415,84",EUR,,31
4774,3,mmpp_185,2017-07-01,2017-07-31,2325.0,0.0,0,2325.0,KG,"             45.621,75",0.0,0,"             45.621,75",EUR,,31
4775,3,mmpp_186,2017-07-01,2017-07-31,10725.0,30726.0,"            20.477,350",20973.65,KG,"            470.039,79",104543.88,"             54.853,69-","            420.349,60",EUR,,31
4776,3,mmpp_187,2017-07-01,2017-07-31,347.0,880.773,"               955,975",271.798,KG,"            734.084,55",443393.02,"            303.110,92-","            593.802,45",EUR,,31
4777,2,mmpp_188,2017-07-01,2017-07-31,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,31
4778,3,mmpp_188,2017-07-01,2017-07-31,11680.0,2920.614,"             5.500,614",9100.0,KG,"            498.973,43",29181.67,"             53.568,02-","            523.359,78",EUR,,31
4779,2250,mmpp_188,2017-07-01,2017-07-31,0.0,0.0,0,0.0,KG,"                360,50",0.0,0,"                360,50",EUR,,31
4780,3,mmpp_189,2017-07-01,2017-07-31,4257.0,10350.4,"             4.339,986",10267.414,KG,0,54843.27,"             64.842,13-",0,EUR,,31
4781,2,mmpp_190,2017-07-01,2017-07-31,8.0,0.0,0,8.0,KG,0,0.04,"                  0,04-",0,EUR,,31
4782,3,mmpp_190,2017-07-01,2017-07-31,7500.0,5000.0,                 2.500,10000.0,KG,"             42.607,71",3890.6,"              1.027,00-","             39.744,11",EUR,,31
4783,2,mmpp_191,2017-07-01,2017-07-31,42466.756,0.0,0,42466.756,KG,"             82.878,45",80.97,"                 80,97-","             82.878,45",EUR,,31
4784,3,mmpp_191,2017-07-01,2017-07-31,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,31
4785,2,mmpp_192,2017-07-01,2017-07-31,3080.0,0.0,0,3080.0,KG,0,354.2,"                354,20-",0,EUR,,31
4786,3,mmpp_193,2017-07-01,2017-07-31,0.0,0.0,0,0.0,KG,"             12.932,50",0.0,0,"             12.932,50",EUR,,31
4787,2,mmpp_194,2017-07-01,2017-07-31,0.0,0.0,0,0.0,KG,"             60.698,50",0.0,0,"             60.698,50",EUR,,31
4788,3,mmpp_195,2017-07-01,2017-07-31,6478.974,4838.693,"             6.100,664",5217.003,KG,"            329.549,44",39548.62,"             38.378,19-","            328.379,01",EUR,,31
4789,3,mmpp_196,2017-07-01,2017-07-31,500.0,0.0,0,500.0,KG,"                401,96",238.88,"                238,88-","                401,96",EUR,,31
4790,3,mmpp_197,2017-07-01,2017-07-31,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,31
4791,2,mmpp_198,2017-07-01,2017-07-31,10830.0,11681.8,"            12.141,800",10370.0,KG,"            139.933,58",28881.98,"             19.669,71-","            130.721,31",EUR,,31
4792,3,mmpp_199,2017-07-01,2017-07-31,26000.0,0.0,0,26000.0,KG,"             42.844,87",1244.87,"              1.244,87-","             42.844,87",EUR,,31
4793,2,mmpp_200,2017-07-01,2017-07-31,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,31
4794,2250,mmpp_200,2017-07-01,2017-07-31,15241.888,0.0,0,15241.888,KG,0,203231.95,"            203.231,95-",0,EUR,,31
4795,3,mmpp_201,2017-07-01,2017-07-31,8.235,0.0,0,8.235,M3,"             10.885,83",16307.12,"             16.307,12-","             10.885,83",EUR,,31
4796,3,mmpp_202,2017-07-01,2017-07-31,12.095,0.0,0,12.095,M3,"             84.155,45",48935.39,"             48.935,39-","             84.155,45",EUR,,31
4797,2250,mmpp_203,2017-07-01,2017-07-31,8374.32,0.0,"             1.275,833",7098.487,KG,"            166.322,52",7595.34,"             10.849,16-","            169.576,34",EUR,,31
4798,2250,mmpp_204,2017-07-01,2017-07-31,1017.2,0.0,"               109,700",907.5,KG,"              1.423,58",790.66,"                881,72-","              1.514,64",EUR,,31
4799,2250,mmpp_205,2017-07-01,2017-07-31,3721.2,0.0,"               143,100",3578.1,KG,"              2.394,56",1364.38,"              1.482,54-","              2.512,72",EUR,,31
4800,2250,mmpp_206,2017-07-01,2017-07-31,2012.05,0.0,"               108,250",1903.8,KG,"                742,20",2314.32,"              2.431,27-","                859,15",EUR,,31
4801,2250,mmpp_207,2017-07-01,2017-07-31,752.83,0.0,"                46,670",706.16,KG,"              7.746,89",12.05,"                269,52-","              8.004,36",EUR,,31
4802,3,mmpp_208,2017-07-01,2017-07-31,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,31
4803,2,mmpp_209,2017-07-01,2017-07-31,774.25,0.0,0,774.25,KG,"              4.624,70",399.16,"                399,16-","              4.624,70",EUR,,31
4804,3,mmpp_209,2017-07-01,2017-07-31,21060.0,21910.575,"            40.370,575",2600.0,KG,"            754.802,61",97870.75,"            167.641,62-","            824.573,48",EUR,,31
4805,2,mmpp_210,2017-07-01,2017-07-31,1248.6,778.523,"               962,123",1065.0,KG,"              2.269,50",179270.03,"            221.534,19-","             44.533,66",EUR,,31
4806,3,mmpp_211,2017-07-01,2017-07-31,10000.0,4172.238,"             8.172,238",6000.0,KG,"            248.833,13",27290.31,"             51.351,25-","            272.894,07",EUR,,31
4807,2,mmpp_212,2017-07-01,2017-07-31,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,31
4808,3,mmpp_212,2017-07-01,2017-07-31,9858.0,657.12,"             1.297,120",9218.0,KG,0,16575.82,"             23.691,62-",0,EUR,,31
4809,2,mmpp_213,2017-07-01,2017-07-31,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,31
4810,3,mmpp_213,2017-07-01,2017-07-31,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,31
4811,2,mmpp_214,2017-07-01,2017-07-31,888.0,1449.02,"               721,020",1616.0,KG,"             23.799,38",29664.31,"              9.289,42-","              3.424,49",EUR,,31
4812,2250,mmpp_214,2017-07-01,2017-07-31,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,31
4813,3,mmpp_215,2017-07-01,2017-07-31,52780.0,37118.727,"            73.198,727",16700.0,KG,"          1.583.997,68",87813.97,"            145.701,01-","          1.641.884,72",EUR,,31
4814,3,mmpp_216,2017-07-01,2017-07-31,544.83,319.039,"               353,099",510.77,KG,"          2.114.215,89",259853.89,"            165.264,06-","          2.019.626,06",EUR,,31
4815,3,mmpp_217,2017-07-01,2017-07-31,7600.0,11396.169,"            10.388,909",8607.26,KG,"            262.918,28",74144.57,"             55.365,88-","            244.139,59",EUR,,31
4816,2,mmpp_218,2017-07-01,2017-07-31,10424.0,11416.307,"            10.349,307",11491.0,KG,"            492.780,38",57098.63,"             36.009,28-","            471.691,03",EUR,,31
4817,3,mmpp_219,2017-07-01,2017-07-31,10618.9,22612.0,                 4.582,28648.9,KG,"             56.747,80",147349.48,"             97.964,08-","              7.362,40",EUR,,31
4818,2,mmpp_220,2017-07-01,2017-07-31,8300.0,1702.879,"             3.452,879",6550.0,KG,0,18756.73,"             34.231,93-",0,EUR,,31
4819,3,mmpp_220,2017-07-01,2017-07-31,1025.0,1000.0,0,2025.0,KG,0,17544.89,"             13.520,75-",0,EUR,,31
4820,3,mmpp_221,2017-07-01,2017-07-31,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,31
4821,3,mmpp_222,2017-07-01,2017-07-31,1420.0,823.62,"             1.663,620",580.0,KG,0,13490.44,"             28.480,35-",0,EUR,,31
4822,2,mmpp_223,2017-07-01,2017-07-31,7460.0,2738.4,"             5.429,400",4769.0,KG,"            134.884,99",7836.55,"             15.236,81-","            142.285,25",EUR,,31
4823,2250,mmpp_223,2017-07-01,2017-07-31,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,31
4824,3,mmpp_224,2017-07-01,2017-07-31,10745.0,2032.246,"             4.165,246",8612.0,KG,0,143610.79,"            178.513,05-",0,EUR,,31
4825,3,mmpp_225,2017-07-01,2017-07-31,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,31
4826,2250,mmpp_226,2017-07-01,2017-07-31,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,31
4827,2,mmpp_227,2017-07-01,2017-07-31,50.0,0.0,0,50.0,KG,0,0.0,0,0,EUR,,31
4828,3,mmpp_227,2017-07-01,2017-07-31,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,31
4829,2250,mmpp_227,2017-07-01,2017-07-31,3600.0,275.0,                   575,3300.0,KG,"            550.003,35",29775.28,"             37.891,64-","            558.119,71",EUR,,31
4830,9,mmpp_228,2017-07-01,2017-07-31,33000.0,120485.9,"            61.985,900",91500.0,KG,"          1.329.657,84",435500.52,"            186.529,99-","          1.080.687,31",EUR,,31
4831,3,mmpp_229,2017-07-01,2017-07-31,5105.1,0.0,0,5105.1,KG,"            139.464,21",204.68,"                204,68-","            139.464,21",EUR,,31
4832,3,mmpp_230,2017-07-01,2017-07-31,5077.75,3000.0,"             3.468,400",4609.35,KG,"            251.169,18",19501.95,"             12.332,09-","            243.999,32",EUR,,31
4833,3,mmpp_231,2017-07-01,2017-07-31,1394.0,0.0,0,1394.0,KG,0,183.32,"                183,32-",0,EUR,,31
4834,3,mmpp_232,2017-07-01,2017-07-31,741.0,400.0,"               164,450",976.55,KG,"              5.555,22",3601.05,"                785,57-","              2.739,74",EUR,,31
4835,3,mmpp_233,2017-07-01,2017-07-31,100.0,0.0,0,100.0,KG,"              2.077,80",10.0,"                 10,00-","              2.077,80",EUR,,31
4836,3,mmpp_234,2017-07-01,2017-07-31,293.0,191.0,"                74,750",409.25,KG,"              6.751,85",3439.53,"                721,69-","              4.034,01",EUR,,31
4837,2250,mmpp_235,2017-07-01,2017-07-31,8.0,0.0,0,8.0,M3,"                352,00",6598.0,"              6.598,00-","                352,00",EUR,,31
4838,2,mmpp_236,2017-07-01,2017-07-31,5000.0,0.0,0,5000.0,KG,"            893.033,05",266.95,"                266,95-","            893.033,05",EUR,,31
4839,2250,mmpp_237,2017-07-01,2017-07-31,0.0,0.0,0,0.0,KG,"              3.520,00",0.0,0,"              3.520,00",EUR,,31
4840,2250,mmpp_238,2017-07-01,2017-07-31,0.0,0.0,0,0.0,KG,"              3.616,00",0.0,0,"              3.616,00",EUR,,31
4841,9,mmpp_239,2017-07-01,2017-07-31,0.0,209256.0,               209.256,0.0,KG,"          4.917.106,27",641333.38,"            412.931,84-","          4.688.704,73",EUR,,31
4842,3,mmpp_240,2017-07-01,2017-07-31,28939.0,21798.535,"            44.737,535",6000.0,KG,0,43308.64,"             81.371,68-",0,EUR,,31
4843,2,mmpp_241,2017-07-01,2017-07-31,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,31
4844,3,mmpp_241,2017-07-01,2017-07-31,9760.0,0.0,0,9760.0,KG,0,1214.87,"              1.214,87-",0,EUR,,31
4845,2250,mmpp_241,2017-07-01,2017-07-31,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,31
4846,3,mmpp_242,2017-07-01,2017-07-31,0.0,0.0,0,0.0,KG,"                520,00",0.0,0,"                520,00",EUR,,31
4847,2,mmpp_243,2017-07-01,2017-07-31,730.0,0.0,0,730.0,KG,"             22.280,74",250.78,"                250,78-","             22.280,74",EUR,,31
4848,3,mmpp_244,2017-07-01,2017-07-31,2176.0,0.0,0,2176.0,KG,0,4.59,"                  4,59-",0,EUR,,31
4849,3,mmpp_245,2017-07-01,2017-07-31,2170.0,0.0,0,2170.0,KG,"                781,52",5.92,"                  5,92-","                781,52",EUR,,31
4850,3,mmpp_246,2017-07-01,2017-07-31,3344.0,0.0,0,3344.0,KG,"                 62,94",1.79,"                  1,79-","                 62,94",EUR,,31
4851,2,mmpp_247,2017-07-01,2017-07-31,6900.0,224.0,                   224,6900.0,KG,0,2822.04,"              2.822,04-",0,EUR,,31
4852,2,mmpp_248,2017-07-01,2017-07-31,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,31
4853,3,mmpp_248,2017-07-01,2017-07-31,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,31
4854,2,mmpp_249,2017-07-01,2017-07-31,861.88,0.0,0,861.88,KG,0,0.0,0,0,EUR,,31
4855,3,mmpp_250,2017-07-01,2017-07-31,520.0,0.0,0,520.0,KG,"          3.708.281,96",870.84,"                870,84-","          3.708.281,96",EUR,,31
4856,3,mmpp_251,2017-07-01,2017-07-31,0.0,0.0,0,0.0,KG,"             12.506,00",0.0,0,"             12.506,00",EUR,,31
4857,2250,mmpp_252,2017-07-01,2017-07-31,5000.0,0.806,"             1.300,806",3700.0,KG,"             64.507,46",423.44,"              2.633,45-","             66.717,47",EUR,,31
4858,3,mmpp_253,2017-07-01,2017-07-31,160.0,0.0,0,160.0,KG,"              8.396,60",1278.4,"              1.278,40-","              8.396,60",EUR,,31
4859,2250,mmpp_253,2017-07-01,2017-07-31,1600.0,1200.0,0,2800.0,KG,"             72.288,00",35624.0,"              5.024,00-","             41.688,00",EUR,,31
4860,2250,mmpp_254,2017-07-01,2017-07-31,0.0,0.0,0,0.0,KG,"              3.766,00",0.0,0,"              3.766,00",EUR,,31
4861,2250,mmpp_255,2017-07-01,2017-07-31,0.0,0.0,0,0.0,KG,"              4.224,00",0.0,0,"              4.224,00",EUR,,31
